,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
12626,1,ſmăck,,,,n.,21.0,197,smack
12627,1,ſmall,,,,a.,22.0,197,small
12628,2,ſmaʹllage,,,,n.,23.0,197,smallage
12629,1,ſmalt,,,,n.,24.0,197,smalt
12630,1,ſmărt,,,,n.,25.0,197,smart
12631,1,ſmătch,,,,n.,26.0,197,smatch
12632,3,ſmăʹttĕrĕr,,,,n.,27.0,197,smatterer
12633,1,ſmear,,,,v.,28.0,197,smear
12634,1,ſmĕll,,,,n.,29.0,197,smell
12635,1,ſmĕlt,,,,n.,30.0,197,smelt
12636,2,ſmĕʹlting,L.,,,n.,31.0,197,smelting
12637,1,ſmĕrk,,,,v.,32.0,197,smerk
12638,2,ſmĭʹcket,,,,n.,33.0,197,smicket
12639,1,ſmīle,,,,v.,34.0,197,smile
12640,1,ſmīte,,,,v.,35.0,197,smite
12641,1,ſmĭth,,,,n.,36.0,197,smith
12642,2,ſmĭʹthy,,,,n.,37.0,197,smithy
12643,2,ſmĭʹtt_e_n,,,,a.,38.0,197,smitten
12644,1,ſmŏck,,,,n.,39.0,197,smock
12645,3,ſmŏʹckfāced,,,,a.,40.0,197,smockfaced
12646,1,ſmōke,,,,n.,41.0,197,smoke
12647,2,ſmōʹky,,,,a.,42.0,197,smoky
12648,1,ſmooth,,,,a.,43.0,197,smooth
12649,2,ſmŏʹther,,,,n.,44.0,197,smother
12650,1,ſmŭg,,,,a.,45.0,197,smug
12651,2,ſmŭʹggle,,,,v.,46.0,197,smuggle
12652,2,ſmŭʹggler,,,,n.,47.0,197,smuggler
12653,1,ſmŭt,,,,n.,48.0,197,smut
12654,2,ſmŭʹtty,,,,a.,49.0,197,smutty
12655,1,ſnăck,,,,n.,50.0,197,snack
12656,2,ſnăʹffle,,,,n.,51.0,197,snaffle
12657,1,ſnăg,,,,n.,52.0,197,snag
12658,1,ſnail,,,,n.,53.0,197,snail
12659,1,ſnāke,,,,n.,54.0,197,snake
12660,1,ſnăp,,,,v.,55.0,197,snap
12661,2,ſnăʹppiſh,,,,a.,56.0,197,snappish
12662,3,ſnăʹpdrāgon,,,,n.,57.0,197,snapdragon
12663,1,ſnāre,,,,n.,58.0,197,snare
12664,2,ſnărl,,nbSyll>1 et pas d'accent tonic,2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.,v.,59.0,197,snarl
12665,1,ſnătch,,,,v.,60.0,197,snatch
12666,1,ſneak,,,,v.,61.0,197,sneak
12667,2,ſneaʹking,,,,n.,62.0,197,sneaking
12668,1,ſneer,,,,n.,63.0,197,sneer
12669,1,ſneeze,,,,n.,64.0,197,sneeze
12670,2,ſnĭʹgger,,,,v.,65.0,197,snigger
12671,1,ſnĭp,,,,v.,66.0,197,snip
12672,1,ſnīpe,,,,n.,67.0,197,snipe
12673,1,ſnīte,,,,n.,68.0,197,snite
12674,2,ſnĭʹvel,,,,n.,69.0,197,snivel
12675,3,ſnĭʹvelling,,,,a.,70.0,197,snivelling
12676,1,ſnōre,,,,v.,71.0,197,snore
12677,1,ſnŏrt,,,,v.,72.0,197,snort
12678,1,ſnŏt,,,,n.,73.0,197,snot
12679,1,ſnȯu̇t,,,,n.,2.0,198,snouot
12680,1,ſno_w_,,,,n.,3.0,198,snow
12681,2,ſnoʹ_w_drŏp,,,,n.,4.0,198,snowdrop
12682,2,ſnoʹ_w_y,,,,a.,5.0,198,snowy
12683,1,ſnŭb,,,,v.,6.0,198,snub
12684,1,ſnŭff,,,,n.,7.0,198,snuff
12685,2,ſnŭʹffĕrs,,,,n.,8.0,198,snuffers
12686,2,ſnŭffle,,nbSyll>1 et pas d'accent tonic,,v.,9.0,198,snuffle
12687,1,ſnŭg,,,,a.,10.0,198,snug
12688,2,ſnŭʹggle,,,,v.,11.0,198,snuggle
12689,1,ſoak,,,,v.,12.0,198,soak
12690,1,ſoap,,,,n.,13.0,198,soap
12691,1,ſoar,,,,v.,14.0,198,soar
12692,1,sŏb,,,,n.,15.0,198,sob
12693,2,sŏʹber,L.,,,a.,16.0,198,sober
12694,4,ſobrīʹety,L.,,,n.,17.0,198,sobriety
12695,2,sŏʹcage,F.,,,n.,18.0,198,socage
12696,3,sŏʹcăger,,,,n.,19.0,198,socager
12697,4,sŏʹcĭable,F.,,,a.,20.0,198,sociable
12698,3,sŏʹcĭal,,,,a.,21.0,198,social
12699,4,sŏcīʹĕty,,,,n.,22.0,198,society
12700,4,sŏcĭʹnĭans,,,,n.,23.0,198,socinians
12701,5,sŏcĭʹnĭanĭſm,,,,n.,24.0,198,socinianism
12702,1,sŏck,,,,n.,25.0,198,sock
12703,2,sŏʹckĕt,,,,n.,26.0,198,socket
12704,2,sŏʹcle,,,,n.,27.0,198,socle
12705,1,sŏd,,,,n.,28.0,198,sod
12706,4,sŏdāʹlĭty,,,,n.,29.0,198,sodality
12707,2,sŏʹdden,,,,a.,30.0,198,sodden
12708,2,sŏʹdd_e_r,,,,n.,31.0,198,sodder
12709,3,sŏʹdŏmīte,,,,n.,32.0,198,sodomite
12710,5,sŏdŏmīʹtĭcal,,,,a.,33.0,198,sodomitical
12711,3,sŏʹdŏmy,,,,n.,34.0,198,sodomy
12712,2,sōʹfa,,,,n.,35.0,198,sofa
12713,2,sŏʹfit,,,,n.,36.0,198,sofit
12714,1,sŏft,,,,a.,37.0,198,soft
12715,2,sŏʹft_e_n,,,,v.,38.0,198,soften
12716,2,ſoftiſh,,nbSyll>1 et pas d'accent tonic,,p.,39.0,198,softish
12717,2,sŏʹftly,,,,p.,40.0,198,softly
12718,1,ſoil,F.,,,n.,41.0,198,soil
12719,2,ſojouʹrn,,,,v.,42.0,198,sojourn
12720,1,ſoil,,,,n.,43.0,198,soil
12721,2,sōʹlāce,,,,v.,44.0,198,solace
12722,2,sōʹlar,L.,,,a.,45.0,198,solar
12723,2,sŏʹld_e_r,,,,n.,46.0,198,solder
12724,3,sŏʹldĭer,,,,n.,47.0,198,soldier
12725,4,ſoʹldĭery,,,,n.,48.0,198,soldiery
12726,1,sōle,L.,,,n.,49.0,198,sole
12727,3,sōʹlēcĭfm,,,,n.,50.0,198,solecifm
12728,2,ſoʹlĕm_n_,L.,,,a.,51.0,198,solemn
12729,4,ſolĕʹmnĭty,L.,,,n.,52.0,198,solemnity
12730,3,ſoʹlĕmnīze,L.,,,v.,53.0,198,solemnize
12731,2,ſoʹlid,L.,,,n.,54.0,198,solid
12732,4,sŏlĭʹdĭty,L.,,,n.,55.0,198,solidity
12733,5,foʹlĭfĭdĭans,L.,,,n.,56.0,198,folifidians
12734,4,sōlĭʹlŏquy,L.,,,n.,57.0,198,soliloquy
12735,5,foʹlĭtārĭneſs,,,,n.,58.0,198,folitariness
12736,4,ſoʹlĭtāry,L.,,,a.,59.0,198,solitary
12737,3,sŏʹlĭtūde,L.,,,n.,60.0,198,solitude
12738,3,sŏllĭʹcit,,,,v.,61.0,198,sollicit
12739,6,ſollĭcĭtāʹtion,,,,n.,62.0,198,sollicitation
12740,4,sŏllĭʹcĭtor,,,,n.,63.0,198,sollicitor
12741,4,ſŏllĭʹcĭt_o_us,,,,a.,64.0,198,sollicitous
12742,4,ſollĭʹcĭtūde,,,,n.,65.0,198,sollicitude
12743,2,sōʹlo,,,,n.,66.0,198,solo
12744,2,sŏʹlſtĭce,L.,,,n.,67.0,198,solstice
12745,4,ſolſtĭʹtial,,,,a.,68.0,198,solstitial
12746,3,sŏʹlvable,,,,a.,69.0,198,solvable
12747,3,ſoʹluble,,,,a.,70.0,198,soluble
12748,1,sŏlve,L.,,,v.,71.0,198,solve
12749,2,sŏʹlvent,L.,,,n.,72.0,198,solvent
12750,4,ſolūʹtion,,,,n.,73.0,198,solution
12751,3,sŏʹlūtive,,,,a.,2.0,199,solutive
12752,2,sŏʹmmer,,,,n.,3.0,199,sommer
12753,4,sŏmnĭʹfĕr_o_us.,,,,a.,4.0,199,somniferous
12754,2,sŏʹmnus,,,,n.,5.0,199,somnus
12755,1,sŏn,,,,n.,6.0,199,son
12756,3,ſonăʹtā,,,,n.,7.0,199,sonata
12757,1,sŏng,,,,n.,8.0,199,song
12758,2,sŏʹngſt_e_r,,,,n.,9.0,199,songster
12759,2,sŏʹnnet,,,,n.,10.0,199,sonnet
12760,3,sŏnŏʹr_o_us,L.,,,a.,11.0,199,sonorous
12761,1,ſoop,F.,,,n.,12.0,199,soop
12762,1,ſoot,,,,n.,13.0,199,soot
12763,1,ſooth,,,,v.,14.0,199,sooth
12764,3,ſooʹthfayer,,,,n.,15.0,199,soothfayer
12765,3,ſooʹthfaying,,,,n.,16.0,199,soothfaying
12766,2,ſooʹty,,,,a.,17.0,199,sooty
12767,1,ſop,,,,n.,18.0,199,sop
12768,1,ſope,,,,n.,19.0,199,sope
12769,1,ſoph,,,,n.,20.0,199,soph
12770,2,sōʹphi,,,,n.,21.0,199,sophi
12771,2,sŏʹphiſm,G.,,,n.,22.0,199,sophism
12772,2,sŏʹphiſt,,,,n.,23.0,199,sophist
12773,4,sŏphĭʹſtĭcal,,,,a.,24.0,199,sophistical
12774,3,sŏʹphĭſtry,G.,,,n.,25.0,199,sophistry
12775,5,sŏpōrĭʹfĕr_o_us,,,,a.,26.0,199,soporiferous
12776,3,sŏʹrcĕrĕr,,,,n.,27.0,199,sorcerer
12777,3,sŏʹrcĕrĕſs,,,,n.,28.0,199,sorceress
12778,3,sŏʹrcĕry,,,,n.,29.0,199,sorcery
12779,2,sŏʹrdid,L.,,,a.,30.0,199,sordid
12780,2,ſordīʹne,,,,n.,31.0,199,sordine
12781,1,sōre,,,,a.,32.0,199,sore
12782,2,sōʹr_e_ly,,,,p.,33.0,199,sorely
12783,2,sŏʹrel,,,,n.,34.0,199,sorel
12784,1,sŏʹrrel,,,,n.,35.0,199,sorrel
12785,2,sŏʹrro_w_,,,,n.,36.0,199,sorrow
12786,3,sŏrro_w_ful,,nbSyll>1 et pas d'accent tonic,,a.,37.0,199,sorrowful
12787,1,sŏʹrry,,,,a.,38.0,199,sorry
12788,1,sŏrt,,,,n.,39.0,199,sort
12789,2,sŏʹrtment,,,,n.,40.0,199,sortment
12790,1,sŏt,,,,n.,41.0,199,sot
12791,1,ſȯu̇ce,,,,n.,42.0,199,souoce
12792,3,sŏʹvĕreign,F.,,,n.,43.0,199,sovereign
12793,4,sŏʹvĕrei_g_nty,,,,n.,44.0,199,sovereignty
12794,1,ſo_ugh_t,,,,a.,45.0,199,sought
12795,1,ſoul,,,,n.,46.0,199,soul
12796,1,ſȯu̇nd,,,,n.,47.0,199,souond
12797,1,ſoup (ſoop),,,Aide à la {pron}.,n.,48.0,199,soup soop
12798,1,ſȯu̇r,,,,a.,49.0,199,souor
12799,1,ſȯu̇rce,F.,,,n.,50.0,199,souorce
12800,1,ſȯu̇th,,,,n.,51.0,199,souoth
12801,3,ſȯu̇ʹtherly,,,,a.,52.0,199,souotherly
12802,2,ſȯu̇ʹthĕrn,,,,a.,53.0,199,souothern
12803,3,ſȯu̇ʹthernwood,,,,n.,54.0,199,souothernwood
12804,1,ſo_w_,,,,n.,55.0,199,sow
12805,1,ſpāce,L.,,,n.,56.0,199,space
12806,3,ſpāʹcĭ_o_us,,,,a.,57.0,199,spacious
12807,1,ſpāde,,,,n.,58.0,199,spade
12808,3,ſpăʹgĭric,,,,a.,59.0,199,spagiric
12809,3,ſpăʹgĭriſt,L.,,,n.,60.0,199,spagirist
12810,1,ſpāʹke,,,,n.,61.0,199,spake
12811,1,ſpălt,,,,n.,62.0,199,spalt
12812,1,ſpăn,,,,n.,63.0,199,span
12813,2,ſpăʹngled,,,,a.,64.0,199,spangled
12814,2,ſpăʹngles,,,,n.,65.0,199,spangles
12815,3,ſpăʹnĭel,,,,n.,66.0,199,spaniel
12816,2,ſpăʹniſh,,,,a.,67.0,199,spanish
12817,1,ſpănk,,,,n.,68.0,199,spank
12818,1,ſpăr,,,,n.,69.0,199,spar
12819,1,ſpāre,,,,a.,70.0,199,spare
12820,2,ſpăʹrhawk,,,,n.,71.0,199,sparhawk
12821,1,ſpărk,,,,n.,72.0,199,spark
12822,2,ſpăʹrkiſh,,,,a.,73.0,199,sparkish
12823,2,ſpăʹrkle,,,,v.,74.0,199,sparkle
12824,2,ſpăʹrring,,,,n.,2.0,200,sparring
12825,2,ſpăʹrro_w_,,,,n.,3.0,200,sparrow
12826,3,ſpăſmăʹtic,,,,a.,4.0,200,spasmatic
12827,2,ſpăʹſmŭs,,,,n.,5.0,200,spasmus
12828,1,ſpăt,,,,n.,6.0,200,spat
12829,3,ſpāʹti_o_us,,,,a.,7.0,200,spatious
12830,2,ſpăʹtt_e_r,,,,v.,8.0,200,spatter
12831,4,ſpăʹttĕrdăſhes,,,,n.,9.0,200,spatterdashes
12832,3,ſpāʹtūlā,,,,n.,10.0,200,spatula
12833,2,ſpaʹvin,,,,n.,11.0,200,spavin
12834,1,ſpaw,,,,n.,12.0,200,spaw
12835,1,ſpawl,,,,v.,13.0,200,spawl
12836,1,ſpawn,,,,n.,14.0,200,spawn
12837,1,ſpay,L.,,,v.,15.0,200,spay
12838,1,ſpeak,,,,v.,16.0,200,speak
12839,1,ſpear,,,,n.,17.0,200,spear
12840,2,ſpeaʹrmint,,,,n.,18.0,200,spearmint
12841,3,ſpĕʹcĭal,L.,,,a.,19.0,200,special
12842,5,ſpĕcĭaʹlĭty,,,,n.,20.0,200,speciality
12843,3,ſpeʹcĭe,F.,,,n.,21.0,200,specie
12844,3,ſpĕʹcĭes,,,,n.,22.0,200,species
12845,3,ſpĕcĭʹfĭc,L.,,,a.,23.0,200,specific
12846,3,ſpĕʹcĭfy,L.,,,v.,24.0,200,specify
12847,3,ſpĕʹcĭmen,L.,,,n.,25.0,200,specimen
12848,3,ſpĕʹcĭ_o_us,L.,,,a.,26.0,200,specious
12849,1,ſpeck,,,,n.,27.0,200,speck
12850,2,ſpĕʹckled,,,,a.,28.0,200,speckled
12851,3,ſpĕʹctăcle,,,,n.,29.0,200,spectacle
12852,3,ſpĕʹctăcles,,,,n.,30.0,200,spectacles
12853,3,ſpĕctāʹtor,L.,,,n.,31.0,200,spectator
12854,2,ſpĕʹctre,L.,,,n.,32.0,200,spectre
12855,5,ſpĕcūlāʹtion,,,,n.,33.0,200,speculation
12856,4,ſpĕʹcŭlative,,,,a.,34.0,200,speculative
12857,3,ſpĕʹcŭlum,,,,n.,35.0,200,speculum
12858,1,ſpeech,,,,n.,36.0,200,speech
12859,2,ſpeeʹchleſs,,,,a.,37.0,200,speechless
12860,1,ſpeed,,,,n.,38.0,200,speed
12861,2,ſpeeʹdy,,,,a.,39.0,200,speedy
12862,1,ſpĕll,,,,n.,40.0,200,spell
12863,2,ſpĕʹlt_e_r,,,,n.,41.0,200,spelter
12864,1,ſpĕnd,,,,v.,42.0,200,spend
12865,2,ſpĕʹndthriſt,,,,n.,43.0,200,spendthrist
12866,1,ſpĕrm,G.,,,n.,44.0,200,sperm
12867,3,ſpĕrmăʹtic,,,,a.,45.0,200,spermatic
12868,1,ſpew,,,,v.,46.0,200,spew
12869,1,ſphēre,G.,,,n.,47.0,200,sphere
12870,3,ſphēʹrĭcal,,,,a.,48.0,200,spherical
12871,2,ſphēroiʹd,G.,,,n.,49.0,200,spheroid
12872,4,ſphēroiʹdĭcal,,,,a.,50.0,200,spheroidical
12873,2,ſphĭʹnct_e_r,G.,,,n.,51.0,200,sphincter
12874,1,ſphy̆nx,,,,n.,52.0,200,sphyonx
12875,1,ſpīce,,,,n.,53.0,200,spice
12876,3,ſpīʹc_e_ry,,,,n.,54.0,200,spicery
12877,2,ſpīʹcy,,,,a.,55.0,200,spicy
12878,2,ſpīʹd_e_r,,,,n.,56.0,200,spider
12879,3,ſpĭʹd_e_rwort,,,,n.,57.0,200,spiderwort
12880,2,ſpĭʹggot,,,,n.,58.0,200,spiggot
12881,1,ſpīke,,,,n.,59.0,200,spike
12882,2,ſpīʹk_e_nărd,L.,,,n.,60.0,200,spikenard
12883,1,ſpĭll,,,,v.,61.0,200,spill
12884,1,ſpĭn,,,,v.,62.0,200,spin
12885,2,ſpĭʹnage,,,,n.,63.0,200,spinage
12886,2,ſpĭʹndle,,,,n.,64.0,200,spindle
12887,1,ſpīne,,,,n.,65.0,200,spine
12888,2,ſpĭneʹt,,,,n.,66.0,200,spinet
12889,4,ſpīnĭʹfĕr_o_us,L.,,,a.,67.0,200,spiniferous
12890,1,ſpĭnk,,,,n.,68.0,200,spink
12891,2,ſpĭʹnſt_e_r,,,,n.,69.0,200,spinster
12892,2,ſpīʹral,,,,a.,70.0,200,spiral
12893,1,ſpīre,,,,n.,71.0,200,spire
12894,2,ſpĭʹrit,L.,,,n.,72.0,200,spirit
12895,4,ſpĭʹrĭtū_o_us,,,,a.,73.0,200,spirituous
12896,4,ſpĭʹrĭtūal,,,,a.,2.0,201,spiritual
12897,6,ſpĭrĭtūāʹlĭties,,,,n.,3.0,201,spiritualities
12898,6,ſpĭrĭtūāʹlĭty,L.,,,n.,4.0,201,spirituality
12899,5,ſpĭʹrĭtūalīze,,,,v.,5.0,201,spiritualize
12900,2,ſpĭʹrit,,,,v.,6.0,201,spirit
12901,3,ſpĭſsāted,L.,nbSyll>1 et pas d'accent tonic,,a.,7.0,201,spissated
12902,3,ſpĭʹſsĭtūde,L.,,,n.,8.0,201,spissitude
12903,1,ſpĭt,,,,v.,9.0,201,spit
12904,1,ſpīte,L.,,,n.,10.0,201,spite
12905,2,ſpīʹt_e_ful,,,,a.,11.0,201,spiteful
12906,2,ſpĭʹttal,,,,n.,12.0,201,spittal
12907,2,ſpĭʹtt_e_r,,,,n.,13.0,201,spitter
12908,2,ſpĭʹttle,,,,n.,14.0,201,spittle
12909,1,ſplăſh,,,,v.,15.0,201,splash
12910,2,ſplăʹſhy,,,,a.,16.0,201,splashy
12911,3,ſplaʹyfooted,,,,a.,17.0,201,splayfooted
12912,1,ſpleen,G.,,,n.,18.0,201,spleen
12913,2,ſplĕʹndid,L.,,,a.,19.0,201,splendid
12914,2,ſplĕʹndo_u_r,,,,n.,20.0,201,splendour
12915,3,ſplēʹnĕtic,,,,a.,21.0,201,splenetic
12916,1,ſplĕnt,,,,n.,22.0,201,splent
12917,1,ſplīce,,,,v.,23.0,201,splice
12918,2,ſplʹĭnt_e_r,,,,n.,24.0,201,splinter
12919,1,ſplĭt,,,,v.,25.0,201,split
12920,1,ſpoil,,,,v.,26.0,201,spoil
12921,1,ſpōkes,,,,n.,27.0,201,spokes
12922,2,ſpōʹk_e_fman,,,,n.,28.0,201,spokefman
12923,2,ſpŏʹndee,,,,n.,29.0,201,spondee
12924,2,ſpŏʹnfal,L.,,,a.,30.0,201,sponfal
12925,2,ſpŏʹnfor,L.,,,n.,31.0,201,sponfor
12926,4,ſpŏntāʹne_o_us,L.,,,a.,32.0,201,spontaneous
12927,1,ſpoon,,,,n.,33.0,201,spoon
12928,1,ſpŏrt,,,,n.,34.0,201,sport
12929,2,ſpŏʹrtĭve,,,,a.,35.0,201,sportive
12930,1,ſpŏt,,,,n.,36.0,201,spot
12931,2,ſpŏʹtleſs,,,,a.,37.0,201,spotless
12932,2,ſpȯu̇ʹſal,,,,n.,38.0,201,spouosal
12933,1,ſpȯu̇ſe,,,,n.,39.0,201,spouose
12934,1,ſpȯu̇t,,,,n.,40.0,201,spouot
12935,1,ſprain,,,,v.,41.0,201,sprain
12936,1,ſprăt,,,,n.,42.0,201,sprat
12937,1,ſprawl,,,,v.,43.0,201,sprawl
12938,1,ſpray,,,,n.,44.0,201,spray
12939,1,ſpread,,,,v.,45.0,201,spread
12940,1,ſprig,,,,n.,46.0,201,sprig
12941,1,ſprī_gh_t,,,,n.,47.0,201,spright
12942,2,ſprīʹ_gh_tly,,,,a.,48.0,201,sprightly
12943,1,ſpring,,,,n.,49.0,201,spring
12944,1,ſprĭnge,,,,n.,50.0,201,springe
12945,2,ſprĭʹngy,,,,a.,51.0,201,springy
12946,2,ſprĭʹnkle,,,,v.,52.0,201,sprinkle
12947,1,ſprĭt,,,,n.,53.0,201,sprit
12948,1,ſprȯu̇t,,,,n.,54.0,201,sprouot
12949,1,ſprȯu̇ce,,,,a.,55.0,201,sprouoce
12950,1,ſpūme,,,,n.,56.0,201,spume
12951,1,ſpŭnge,,,,n.,57.0,201,spunge
12952,2,ſpŭʹngy,,,,a.,58.0,201,spungy
12953,1,ſpŭr,,,,n.,59.0,201,spur
12954,1,ſpŭrge,,,,n.,60.0,201,spurge
12955,2,ſpūʹrĭ_o_us,,,,a.,61.0,201,spurious
12956,1,ſpŭrn,,,,v.,62.0,201,spurn
12957,1,ſpŭrt,,,,n.,63.0,201,spurt
12958,1,ſpy,,,,n.,64.0,201,spy
12959,1,ſquăb,,,,n.,65.0,201,squab
12960,2,ſquăʹbble,,,,n.,66.0,201,squabble
12961,2,ſquaʹdron,,,,n.,67.0,201,squadron
12962,2,ſquaʹlid,,,,a.,68.0,201,squalid
12963,1,ſquall,,,,n.,69.0,201,squall
12964,2,ſquăʹnd_e_r,,,,v.,70.0,201,squander
12965,1,ſquāre,,,,n.,71.0,201,square
12966,1,ſquăſh,,,,v.,72.0,201,squash
12967,1,ſquăt,,,,v.,73.0,201,squat
12968,1,ſqueak,,,,v.,2.0,202,squeak
12969,1,ſqueal,,,,v.,3.0,202,squeal
12970,2,ſqueaʹmiſh,,,,a.,4.0,202,squeamish
12971,1,ſqueeze,,,,v.,5.0,202,squeeze
12972,1,ſquĭb,,,,n.,6.0,202,squib
12973,1,ſquĭnt,,,,v.,7.0,202,squint
12974,2,ſquĭʹrrel,,,,n.,8.0,202,squirrel
12975,1,ſquĭrt,,,,v.,9.0,202,squirt
12976,1,ſtăb,,,,v.,10.0,202,stab
12977,4,ſtăbĭʹlĭty,L.,,,n.,11.0,202,stability
12978,2,ſtāʹble,L.,,,a.,12.0,202,stable
12979,1,ſtăck,,,,n.,13.0,202,stack
12980,3,ſtăʹdthold_e_r,,,,n.,14.0,202,stadtholder
12981,1,ſtăg,,,,n.,15.0,202,stag
12982,1,ſtāge,,,,n.,16.0,202,stage
12983,2,ſtăʹgg_e_r,,,,v.,17.0,202,stagger
12984,3,ſtāʹgĭrīte,,,,n.,18.0,202,stagirite
12985,3,ſtăʹgnăncy,,,,n.,19.0,202,stagnancy
12986,2,ſtăʹgnănt,F.,,,a.,20.0,202,stagnant
12987,2,ſtăʹgnāte,L.,,,v.,21.0,202,stagnate
12988,1,ſtaid,,,,a.,22.0,202,staid
12989,1,ſtain,,,,v.,23.0,202,stain
12990,1,ſtairs,,,,n.,24.0,202,stairs
12991,1,ſtāke,,,,n.,25.0,202,stake
12992,1,ſtāle,,,,n.,26.0,202,stale
12993,1,ſtalk,,,,n.,27.0,202,stalk
12994,1,ſtall,,,,n.,28.0,202,stall
12995,2,ſtaʹllage,,,,n.,29.0,202,stallage
12996,3,ſtaʹllĭon,,,,n.,30.0,202,stallion
12997,3,ſtăʹmĭnā,L.,,,n.,31.0,202,stamina
12998,2,ſtaʹmine,,,,n.,32.0,202,stamine
12999,2,ſtăʹmm_e_r,,,,v.,33.0,202,stammer
13000,1,ſtămp,,,,v.,34.0,202,stamp
13001,1,ſtănch,,,,v.,35.0,202,stanch
13002,3,ſtăʹnchĭons,,,,n.,36.0,202,stanchions
13003,1,ſtănd,,,,n.,37.0,202,stand
13004,3,ſtăʹndărd,,,,n.,38.0,202,standard
13005,2,ſtăʹndiſh,,,,n.,39.0,202,standish
13006,2,ſtāʹn_e_fīles,,,,n.,40.0,202,stanefiles
13007,3,ſtăʹnnăries,,,,n.,41.0,202,stannaries
13008,2,ſtăʹnzā,,,,n.,42.0,202,stanza
13009,2,ſtāʹple,,,,n.,43.0,202,staple
13010,1,ſtar,,,,n.,44.0,202,star
13011,1,ſtărch,,,,n.,45.0,202,starch
13012,2,ſtăʹrched,,,,a.,46.0,202,starched
13013,1,ſtāre,,,,v.,47.0,202,stare
13014,1,ſtărk,,,,a.,48.0,202,stark
13015,2,ſtaʹrleſs,,,,a.,49.0,202,starless
13016,2,ſtăʹrling,,,,n.,50.0,202,starling
13017,2,ſtăʹrry,,,,a.,51.0,202,starry
13018,1,ſtărt,,,,v.,52.0,202,start
13019,2,ſtăʹrtle,,,,v.,53.0,202,startle
13020,1,ſtărve,,,,v.,54.0,202,starve
13021,1,ſtāte,,,,n.,55.0,202,state
13022,3,ſtăʹt_e_lĭneſs,,,,n.,56.0,202,stateliness
13023,2,ſtāʹt_e_ly,,,,a.,57.0,202,stately
13024,2,ſtāʹter,,,,n.,58.0,202,stater
13025,2,ſtāʹt_e_ſmăn,,,,n.,59.0,202,statesman
13026,2,ſtăʹtics,L.,,,n.,60.0,202,statics
13027,3,ſtāʹtion,L.,,,n.,61.0,202,station
13028,5,ſtāʹtionāry,,,,a.,62.0,202,stationary
13029,4,ſtāʹtionĕr,,,,n.,63.0,202,stationer
13030,4,ſtăʹtūāry,,,,n.,64.0,202,statuary
13031,2,ſtăʹtue,L.,,,n.,65.0,202,statue
13032,2,ſtăʹtūre,L.,,,n.,66.0,202,stature
13033,2,ſtăʹtūte,L.,,,n.,67.0,202,statute
13034,1,ſtāve,,,,v.,68.0,202,stave
13035,3,ſtāʹv_e_sācre,,,,n.,69.0,202,stavesacre
13036,1,ſtay,,,,v.,70.0,202,stay
13037,2,ſtaʹyed,,,,a.,71.0,202,stayed
13038,1,ſtays,,,,n.,72.0,202,stays
13039,1,ſtead,,,,n.,73.0,202,stead
13040,2,ſteaʹdfaſt,,,,n.,74.0,202,steadfast
13041,2,ſteaʹdy,,,,a.,2.0,203,steady
13042,1,ſteak,,,,n.,3.0,203,steak
13043,1,ſteal,,,,v.,4.0,203,steal
13044,1,ſtealth,,,,p.,5.0,203,stealth
13045,1,ſteam,,,,n.,6.0,203,steam
13046,2,ſlĕʹdfăſt,,,,n.,7.0,203,sledfast
13047,1,ſteed,,,,n.,8.0,203,steed
13048,1,ſteel,,,,n.,9.0,203,steel
13049,2,ſteeʹlyard,,,,n.,10.0,203,steelyard
13050,1,ſteen,,,,n.,11.0,203,steen
13051,1,ſteep,,,,a.,12.0,203,steep
13052,2,ſteeʹple,,,,n.,13.0,203,steeple
13053,1,ſteer,,,,n.,14.0,203,steer
13054,2,ſteeʹrage,,,,n.,15.0,203,steerage
13055,2,ſteeʹrſman,,,,n.,16.0,203,steersman
13056,1,ſtĕm,,,,n.,17.0,203,stem
13057,1,ſtĕnch,,,,n.,18.0,203,stench
13058,4,ſtĕntōʹrĭan,,,,n.,19.0,203,stentorian
13059,5,ſtĕntŏrōphŏʹnic,,,,n.,20.0,203,stentorophonic
13060,1,ſtĕp,,,,n.,21.0,203,step
13061,5,ſtĕrēŏʹgrăphy,G.,,,n.,22.0,203,stereography
13062,5,ſtĕrēŏʹmĕtry,G.,,,n.,23.0,203,stereometry
13063,5,ſtĕrēŏʹtŏmy,,,,n.,24.0,203,stereotomy
13064,2,ſtĕʹril,L.,,,a.,25.0,203,steril
13065,4,ſtĕrĭʹlĭty,,,,n.,26.0,203,sterility
13066,2,ſtĕʹrling,,,,n.,27.0,203,sterling
13067,1,ſtĕrn,,,,n.,28.0,203,stern
13068,5,ſtĕrnūʹtătory,L.,,,n.,29.0,203,sternutatory
13069,1,ſtew,,,,n.,30.0,203,stew
13070,2,ſteʹward,,,,n.,31.0,203,steward
13071,3,ſteʹwardſhip,,,,n.,32.0,203,stewardship
13072,1,ſtews,,,,n.,33.0,203,stews
13073,3,ſtĭʹbĭum,,,,n.,34.0,203,stibium
13074,1,ſtĭck,,,,n.,35.0,203,stick
13075,2,ſtĭʹckle,,,,v.,36.0,203,stickle
13076,2,ſtĭʹcky,,,,a.,37.0,203,sticky
13077,1,ſtĭff,,,,a.,38.0,203,stiff
