,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette,hwd,Sampa,ipa
9370,2,trĕʹmor,L.,,,n.,5.0,218,tremor,tremor,t r\ E m 3:r,tɹɛmɜ:r
9371,3,trĕʹmūl_o_us,,,,a.,6.0,218,tremulous,tremulous,t r\ E m j @ l @ s,tɹɛmjələs
9372,1,trĕnch,,,,n.,7.0,218,trench,trench,t r\ E n tS,tɹɛn?
9373,2,trĕʹncher,,,,n.,8.0,218,trencher,trencher,t r\ E n tS 3:r,tɹɛn?ɜ:r
9374,2,trĕʹnches,,,,n.,9.0,218,trenches,trenches,t r\ E n tS i z,tɹɛn?iz
9375,5,trĕpĭdāʹtion,L.,,,n.,11.0,218,trepidation,trepidation,t r\ E p i d eI S @ n,tɹɛpid?ʃən
9376,2,trĕʹſpăſs,F.,,,n.,12.0,218,trespass,trespass,t r\ E s p { s,tɹɛspæs
9377,2,treʹſſel,,,,n.,13.0,218,tressel,tressel,t r\ E s @ l,tɹɛsəl
9378,2,trĕʹſſes,,,,n.,14.0,218,tresses,tresses,t r\ E s i z,tɹɛsiz
9379,2,trīʹal,,,,n.,17.0,218,trial,trial,t r\ aI @ l,tɹ?əl
9380,3,trīʹăngle,L.,,,n.,18.0,218,triangle,triangle,t r\ aI { N g @ l,tɹ?æŋgəl
9381,4,trīʹăngŭlar,,,,a.,19.0,218,triangular,triangular,t r\ aI { N g j @ l 3:r,tɹ?æŋgjəlɜ:r
9382,1,trībe,,,,n.,20.0,218,tribe,tribe,t r\ aI b,tɹ?b
9383,5,trĭbūlāʹtion,L.,,,n.,21.0,218,tribulation,tribulation,t r\ I b j @ l eI S @ n,tɹɪbjəl?ʃən
9384,3,trĭbūʹnal,L.,,,n.,22.0,218,tribunal,tribunal,t r\ @ b j u n @ l,tɹəbjunəl
9385,4,trĭʹbūtăry,,,,a.,25.0,218,tributary,tributary,t r\ I b j @ t E r\ i:,tɹɪbjətɛɹiː
9386,2,trĭʹbūte,L.,,,n.,26.0,218,tribute,tribute,t r\ I b j u t,tɹɪbjut
9387,1,trīce,,,,p.,27.0,218,trice,trice,t r\ aI s,tɹ?s
9388,1,trĭck,,,,n.,28.0,218,trick,trick,t r\ I k,tɹɪk
9389,2,trĭʹckle,,,,v.,29.0,218,trickle,trickle,t r\ I k @ l,tɹɪkəl
9390,2,trīʹdent,L.,,,n.,31.0,218,trident,trident,t r\ aI d @ n t,tɹ?dənt
9391,4,trīʹĕnnĭal,L.,,,a.,32.0,218,triennial,triennial,t r\ aI E n i: @ l,tɹ?ɛniːəl
9392,2,trīʹfle,,,,v.,33.0,218,trifle,trifle,t r\ aI f @ l,tɹ?fəl
9393,2,trīʹfling,,,,n.,34.0,218,trifling,trifling,t r\ aI f l i N,tɹ?fliŋ
9394,2,trĭʹgg_e_r,,,,n.,36.0,218,trigger,trigger,t r\ I g 3:r,tɹɪgɜ:r
9395,4,trīlăʹtĕral,L.,,,a.,41.0,218,trilateral,trilateral,t r\ aI l { 4 3:r @ l,tɹ?læɾɜ:rəl
9396,1,trĭll,,,,n.,42.0,218,trill,trill,t r\ I l,tɹɪl
9397,1,trĭm,,,,a.,43.0,218,trim,trim,t r\ I m,tɹɪm
9398,2,trĭʹmmer,,,,n.,44.0,218,trimmer,trimmer,t r\ I m 3:r,tɹɪmɜ:r
9399,2,trĭʹmmings,,,,n.,45.0,218,trimmings,trimmings,t r\ I m i N z,tɹɪmiŋz
9400,1,trīne,,,,n.,46.0,218,trine,trine,t r\ aI n,tɹ?n
9401,3,trĭʹnĭty,,,,n.,48.0,218,trinity,trinity,t r\ I n @ 4 i:,tɹɪnəɾiː
9402,2,trĭʹnket,,,,n.,49.0,218,trinket,trinket,t r\ I N k @ t,tɹɪŋkət
9403,1,trĭp,,,,n.,51.0,218,trip,trip,t r\ I p,tɹɪp
9404,3,trĭpăʹrtīte,L.,,,a.,53.0,218,tripartite,tripartite,t r\ aI p A r\ t aI t,tɹ?pɑɹt?t
9405,1,trīpe,F.,,,n.,55.0,218,tripe,tripe,t r\ aI p,tɹ?p
9406,3,trīʹple,,,,a.,57.0,218,triple,triple,t r\ I p @ l,tɹɪpəl
9407,3,trīʹplĭcāte,,,,a.,58.0,218,triplicate,triplicate,t r\ I p l i k @ t,tɹɪplikət
9408,2,trīʹpod,,,,n.,60.0,218,tripod,tripod,t r\ aI p A d,tɹ?pɑd
9409,2,trĭʹpping,,,,n.,62.0,218,tripping,tripping,t r\ I p i N,tɹɪpiŋ
9410,1,trīte,,,,a.,64.0,218,trite,trite,t r\ aI t,tɹ?t
9411,2,trīʹton,G.,,,n.,66.0,218,triton,triton,t r\ aI t @ n,tɹ?tən
9412,3,trĭʹvĭal,L.,,,a.,68.0,218,trivial,trivial,t r\ I v i: @ l,tɹɪviːəl
9413,2,trīʹŭmph,,,,n.,69.0,218,triumph,triumph,t r\ aI @ m f,tɹ?əmf
9414,3,trīŭʹmphal,,,,a.,70.0,218,triumphal,triumphal,t r\ aI V m f @ l,tɹ?ʌmfəl
9415,4,trīŭʹmvĭrāte,,,,n.,72.0,218,triumvirate,triumvirate,t r\ aI V m v 3:r @ t,tɹ?ʌmvɜ:rət
9416,2,trŏʹlling,,,,n.,5.0,219,trolling,trolling,t r\ @U l i N,tɹoʊliŋ
9417,1,troop,F.,,,n.,8.0,219,troop,troop,t r\ u p,tɹup
9418,2,trooʹp_e_r,,,,n.,9.0,219,trooper,trooper,t r\ u p 3:r,tɹupɜ:r
9419,2,trŏʹphy,G.,,,n.,11.0,219,trophy,trophy,t r\ @U f i:,tɹoʊfiː
9420,2,trŏʹpics,,,,n.,12.0,219,tropics,tropics,t r\ A p i k s,tɹɑpiks
9421,1,trŏt,F.,,,n.,13.0,219,trot,trot,t r\ A t,tɹɑt
9422,1,trŏth,,,,n.,14.0,219,troth,troth,t r\ @U T,tɹoʊθ
9423,2,tr_o_ŭʹble,,,,v.,16.0,219,trouble,trouble,t r\ V b @ l,tɹʌbəl
9424,3,tr_o_ŭʹbl_e_sŏme,,,,a.,17.0,219,troublesome,troublesome,t r\ V b @ l s @ m,tɹʌbəlsəm
9425,3,trȯʹẇel,F.,,,n.,22.0,219,trowel,trowel,t r\ aU w E l,tɹ?wɛl
9426,1,troy,,,,n.,23.0,219,troy,troy,t r\ OI,tɹ?
9427,2,trūʹănt,F.,,,n.,24.0,219,truant,truant,t r\ u @ n t,tɹuənt
9428,1,trūce,,,,n.,25.0,219,truce,truce,t r\ u s,tɹus
9429,1,trŭck,F.,,,n.,27.0,219,truck,truck,t r\ V k,tɹʌk
9430,1,trŭcks,,,,n.,29.0,219,trucks,trucks,t r\ V k s,tɹʌks
9431,1,trŭdge,,,,v.,30.0,219,trudge,trudge,t r\ V dZ,tɹʌ?
9432,1,trūe,,,,a.,31.0,219,true,true,t r\ u,tɹu
9433,2,trūʹ_e_lŏve,,,,n.,32.0,219,truelove,truelove,t r\ u l V v,tɹulʌv
9434,2,trŭʹffle,,,,n.,33.0,219,truffle,truffle,t r\ V f @ l,tɹʌfəl
9435,1,trŭll,,,,n.,34.0,219,trull,trull,t r\ V l,tɹʌl
9436,2,trūʹly,,,,p.,35.0,219,truly,truly,t r\ u l i:,tɹuliː
9437,1,trŭmp,,,,n.,36.0,219,trump,trump,t r\ V m p,tɹʌmp
9438,2,trŭʹmpet,,,,v.,38.0,219,trumpet,trumpet,t r\ V m p @ t,tɹʌmpət
9439,3,trŭʹncheon,F.,,,n.,39.0,219,truncheon,truncheon,t r\ V n tS i n,tɹʌn?in
9440,2,trŭʹndle,F.,,,v.,40.0,219,trundle,trundle,t r\ V n d @ l,tɹʌndəl
9441,1,trŭnk,,,,n.,41.0,219,trunk,trunk,t r\ V N k,tɹʌŋk
9442,1,trŭſs,F.,,,n.,43.0,219,truss,truss,t r\ V s,tɹʌs
9443,1,trŭſt,,,,n.,44.0,219,trust,trust,t r\ V s t,tɹʌst
9444,2,trŭſteeʹ,,,,n.,45.0,219,trustee,trustee,t r\ V s t i:,tɹʌstiː
9445,2,trŭʹſty,,,,a.,46.0,219,trusty,trusty,t r\ V s t i:,tɹʌstiː
9446,1,trūth,,,,n.,47.0,219,truth,truth,t r\ u T,tɹuθ
9447,1,try,,,,v.,48.0,219,try,try,t r\ aI,tɹ?
9448,1,tŭb,,,,n.,50.0,219,tub,tub,t V b,tʌb
9449,1,tūbe,L.,,,n.,51.0,219,tube,tube,t u b,tub
9450,1,tŭck,,,,n.,55.0,219,tuck,tuck,t V k,tʌk
9451,2,tŭʹck_e_r,,,,n.,56.0,219,tucker,tucker,t V k 3:r,tʌkɜ:r
9452,2,tūʹ_e_ſday,,,,n.,57.0,219,tuesday,tuesday,t u z d i:,tuzdiː
9453,1,tŭft,,,,n.,58.0,219,tuft,tuft,t V f t,tʌft
9454,1,tŭg,,,,n.,59.0,219,tug,tug,t V g,tʌg
9455,4,tūĭʹtion,,,,n.,60.0,219,tuition,tuition,t j u I S @ n,tjuɪʃən
9456,2,tūʹlĭp,F.,,,n.,61.0,219,tulip,tulip,t u l @ p,tuləp
9457,2,tŭʹmble,F.,,,v.,64.0,219,tumble,tumble,t V m b @ l,tʌmbəl
9458,1,tŭʹmbler,,,,n.,65.0,219,tumbler,tumbler,t V m b l 3:r,tʌmblɜ:r
9459,2,tūʹmŭlt,,,,n.,70.0,219,tumult,tumult,t u m @ l t,tuməlt
9460,4,tūmŭʹltū_o_us,,,,a.,71.0,219,tumultuous,tumultuous,t u m V l tS u @ s,tumʌl?uəs
9461,1,tūne,,,,n.,73.0,219,tune,tune,t u n,tun
9462,2,tūʹnic,L.,,,n.,3.0,220,tunic,tunic,t u n i k,tunik
9463,2,tŭʹnnel,F.,,,n.,5.0,220,tunnel,tunnel,t V n @ l,tʌnəl
9464,2,tŭʹnny,,,,n.,6.0,220,tunny,tunny,t V n i:,tʌniː
9465,2,tŭʹrbŏt,,,,n.,11.0,220,turbot,turbot,t 3:r b @U,tɜ:rboʊ
9466,3,tŭʹrbūlent,L.,,,a.,13.0,220,turbulent,turbulent,t 3:r b j @ l @ n t,tɜ:rbjələnt
9467,1,tŭrf,,,,n.,14.0,220,turf,turf,t 3:r f,tɜ:rf
9468,2,tŭʹrgid,L.,,,a.,15.0,220,turgid,turgid,t 3:r dZ i d,tɜ:r?id
9469,1,tŭrk,,,,n.,16.0,220,turk,turk,t 3:r k,tɜ:rk
9470,2,tŭʹrkey,,,,n.,17.0,220,turkey,turkey,t 3:r k i:,tɜ:rkiː
9471,2,tŭʹrkiſh,,,,a.,19.0,220,turkish,turkish,t 3:r k i S,tɜ:rkiʃ
9472,3,tŭʹrmoil,,,,v.,20.0,220,turmoil,turmoil,t 3:r m OI l,tɜ:rm?l
9473,1,tŭrn,,,,v.,21.0,220,turn,turn,t 3:r n,tɜ:rn
9474,2,tŭʹrner,,,,n.,23.0,220,turner,turner,t 3:r n 3:r,tɜ:rnɜ:r
9475,2,tŭʹrnip,,,,n.,24.0,220,turnip,turnip,t 3:r n @ p,tɜ:rnəp
9476,2,tŭʹrnpīke,,,,n.,25.0,220,turnpike,turnpike,t 3:r n p aI k,tɜ:rnp?k
9477,3,tŭʹrpĭtūde,L.,,,n.,27.0,220,turpitude,turpitude,t 3:r p i t u d,tɜ:rpitud
9478,2,tŭʹrret,F.,,,n.,28.0,220,turret,turret,t 3:r @ t,tɜ:rət
9479,2,tŭʹrtle,F.,,,n.,29.0,220,turtle,turtle,t 3:r 4 @ l,tɜ:rɾəl
9480,2,tŭʹſcan,,,,n.,30.0,220,tuscan,tuscan,t V s k @ n,tʌskən
9481,2,tŭʹſhes,,,,n.,31.0,220,tushes,tushes,t U S i z,tʊʃiz
9482,1,tŭſks,,,,n.,32.0,220,tusks,tusks,t V s k s,tʌsks
9483,3,tūtĕʹlage,L.,,,n.,33.0,220,tutelage,tutelage,t j u 4 i l i dZ,tjuɾili?
9484,2,tūʹtor,,,,n.,35.0,220,tutor,tutor,t u 4 3:r,tuɾɜ:r
9485,1,twain,,,,n.,38.0,220,twain,twain,t w eI n,tw?n
9486,1,twăng,,,,n.,39.0,220,twang,twang,t w A N,twɑŋ
9487,2,tweeʹzers,,,,n.,41.0,220,tweezers,tweezers,t w i: z 3:r z,twiːzɜ:rz
9488,1,twĕlfth,,,,n.,42.0,220,twelfth,twelfth,t w E l f T,twɛlfθ
9489,1,twĕlve,,,,n.,43.0,220,twelve,twelve,t w E l v,twɛlv
9490,2,twĕʹnty,,,,n.,44.0,220,twenty,twenty,t w E n t i:,twɛntiː
9491,1,twīce,,,,p.,45.0,220,twice,twice,t w aI s,tw?s
9492,1,twĭg,,,,n.,46.0,220,twig,twig,t w I g,twɪg
9493,2,twīʹlī_gh_t,,,,n.,47.0,220,twilight,twilight,t w aI l aI t,tw?l?t
9494,1,twīne,,,,n.,48.0,220,twine,twine,t w aI n,tw?n
9495,1,twĭnge,,,,n.,49.0,220,twinge,twinge,t w I n dZ,twɪn?
9496,2,twĭʹnkling,,,,n.,51.0,220,twinkling,twinkling,t w I N k @ l i N,twɪŋkəliŋ
9497,1,twĭns,,,,n.,52.0,220,twins,twins,t w I n z,twɪnz
9498,1,twĭrl,,,,v.,53.0,220,twirl,twirl,t w 3:r l,twɜ:rl
9499,1,twĭſt,,,,n.,54.0,220,twist,twist,t w I s t,twɪst
9500,1,twĭtch,,,,n.,56.0,220,twitch,twitch,t w I tS,twɪ?
9501,1,tye,,,,v.,58.0,220,tye,tye,t aI,t?
9502,3,tympāʹnum,,,,n.,59.0,220,tympanum,tympanum,t I m p @ n @ m,tɪmpənəm
9503,1,tȳpe,,,,n.,61.0,220,type,type,t aI p,t?p
9504,3,tȳpĭcal,,nbSyll>1 et pas d'accent tonic,,a.,62.0,220,typical,typical,t I p @ k @ l,tɪpəkəl
9505,4,tȳʹpĭcally,,,,p.,63.0,220,typically,typically,t I p i k l i:,tɪpikliː
9506,5,tȳpŏgrăʹphĭcal,,,,a.,65.0,220,typographical,typographical,t aI p @ g r\ { f i k @ l,t?pəgɹæfikəl
9507,4,tȳpŏʹgraphy,G.,,,n.,66.0,220,typography,typography,t @ p A g r\ @ f i:,təpɑgɹəfiː
9508,4,tȳrăʹnnĭcal,,,,a.,67.0,220,tyrannical,tyrannical,t 3:r { n i k @ l,tɜ:rænikəl
9509,3,tȳʹrănny,,,,n.,69.0,220,tyranny,tyranny,t I r\ @ n i:,tɪɹəniː
9510,2,tȳʹrănt,,,,n.,70.0,220,tyrant,tyrant,t aI r\ @ n t,t?ɹənt
9511,3,văʹcăncy,L.,,,n.,2.0,221,vacancy,vacancy,v eI k @ n s i:,v?kənsiː
9512,2,văʹcănt,L.,,,a.,3.0,221,vacant,vacant,v eI k @ n t,v?kənt
9513,2,văʹcāte,L.,,,v.,4.0,221,vacate,vacate,v eI k eI t,v?k?t
9514,4,văcāʹtion,,,,n.,5.0,221,vacation,vacation,v eI k eI S @ n,v?k?ʃən
9515,3,văʹcūŭm,L.,,,n.,7.0,221,vacuum,vacuum,v { k j u m,vækjum
9516,3,vāʹgăbŏnd,L.,,,n.,8.0,221,vagabond,vagabond,v { g @ b A n d,vægəbɑnd
9517,3,văgāʹry,,,,n.,9.0,221,vagary,vagary,v eI g 3:r i:,v?gɜ:riː
9518,2,văʹgrănt,,,,n.,10.0,221,vagrant,vagrant,v eI g r\ @ n t,v?gɹənt
9519,1,vāg_ue_,L.,,,a.,11.0,221,vague,vague,v eI g,v?g
9520,1,vail,F.,,,n.,12.0,221,vail,vail,v eI l,v?l
9521,1,vain,,,,a.,14.0,221,vain,vain,v eI n,v?n
9522,1,vāle,L.,,,n.,17.0,221,vale,vale,v eI l,v?l
9523,2,vaʹlĕnce,,,,n.,19.0,221,valence,valence,v eI l @ n s,v?ləns
9524,3,vaʹlĕntīne,,,,n.,20.0,221,valentine,valentine,v { l @ n t aI n,vælənt?n
9525,2,văʹlet,F.,,,n.,21.0,221,valet,valet,v { l eI,væl?
9526,3,văʹlĭant,,,,a.,24.0,221,valiant,valiant,v { l j @ n t,væljənt
9527,2,văʹlĭd,L.,,,n.,25.0,221,valid,valid,v { l @ d,væləd
9528,3,valĭʹdāte,L.,,,v.,26.0,221,validate,validate,v { l @ 4 eI t,væləɾ?t
9529,4,valĭʹdĭty,,,,n.,27.0,221,validity,validity,v @ l I 4 @ 4 i:,vəlɪɾəɾiː
9530,2,văʹlley,L.,,,n.,28.0,221,valley,valley,v { l i:,væliː
9531,4,văʹlūable,,,,a.,31.0,221,valuable,valuable,v { l j @ b @ l,væljəbəl
9532,5,vălūāʹtion,,,,n.,32.0,221,valuation,valuation,v { l j u eI S @ n,vælju?ʃən
9533,2,văʹlūe,,,,n.,33.0,221,value,value,v { l j u,vælju
9534,1,valve,L.,,,n.,34.0,221,valve,valve,v { l v,vælv
9535,1,vămp,,,,n.,35.0,221,vamp,vamp,v { m p,væmp
9536,1,văn,,,,n.,36.0,221,van,van,v { n,væn
9537,2,văʹndăls,,,,n.,37.0,221,vandals,vandals,v { n d @ l z,vændəlz
9538,1,vāne,,,,n.,38.0,221,vane,vane,v eI n,v?n
9539,3,vănĭʹllā,,,,n.,39.0,221,vanilla,vanilla,v @ n I l @,vənɪlə
9540,2,văʹniſh,L.,,,v.,41.0,221,vanish,vanish,v { n i S,væniʃ
9541,3,văʹnĭty,,,,n.,42.0,221,vanity,vanity,v { n @ 4 i:,vænəɾiː
9542,2,văʹnquiſh,F.,,,v.,43.0,221,vanquish,vanquish,v { N k w i S,væŋkwiʃ
9543,2,văʹntage,,,,n.,45.0,221,vantage,vantage,v { n t @ dZ,væntə?
9544,2,văʹpid,L.,,,a.,46.0,221,vapid,vapid,v { p i d,væpid
9545,4,văʹrĭable,,,,a.,49.0,221,variable,variable,v E r\ i: @ b @ l,vɛɹiːəbəl
9546,3,văʹrĭănce,,,,n.,50.0,221,variance,variance,v E r\ i: @ n s,vɛɹiːəns
9547,5,vărĭāʹtion,L.,,,n.,51.0,221,variation,variation,v E r\ i: eI S @ n,vɛɹiː?ʃən
9548,5,văʹrĭĕgāted,L.,,,a.,53.0,221,variegated,variegated,v 3:r i: @ g eI 4 i d,vɜ:riːəg?ɾid
9549,4,vărīʹĕty,L.,,,n.,54.0,221,variety,variety,v 3:r aI @ 4 i:,vɜ:r?əɾiː
9550,3,văʹrĭ_o_us,L.,,,a.,55.0,221,various,various,v E r\ i: @ s,vɛɹiːəs
9551,2,văʹrniſh,,,,n.,57.0,221,varnish,varnish,v A r\ n i S,vɑɹniʃ
9552,2,văʹry,,,,v.,58.0,221,vary,vary,v E r\ i:,vɛɹiː
9553,1,vāſe,L.,,,n.,59.0,221,vase,vase,v eI s,v?s
9554,2,văʹſſal,,,,n.,60.0,221,vassal,vassal,v { s @ l,væsəl
9555,1,văſt,,,,a.,62.0,221,vast,vast,v { s t,væst
9556,1,văt,,,,n.,63.0,221,vat,vat,v { t,væt
9557,3,văʹtĭcăn,,,,n.,64.0,221,vatican,vatican,v { 4 i k @ n,væɾikən
9558,1,vault,F.,,,n.,65.0,221,vault,vault,v O: l t,vOːlt
9559,4,ūbĭʹquĭty,L.,,,n.,68.0,221,ubiquity,ubiquity,j u b I k w i 4 i:,jubɪkwiɾiː
9560,1,veal,F.,,,n.,70.0,221,veal,veal,v i: l,viːl
9561,2,vedĕʹtte,F.,,,n.,2.0,222,vedette,vedette,v i d E t,vidɛt
9562,1,veer,,,,v.,3.0,222,veer,veer,v I r\,vɪɹ
9563,4,vĕʹgĕtables,,,,n.,4.0,222,vegetables,vegetables,v E dZ t @ b @ l z,vɛ?təbəlz
9564,3,vĕʹgĕtāte,L.,,,v.,5.0,222,vegetate,vegetate,v E dZ @ t eI t,vɛ?ət?t
9565,5,vĕgĕtāʹtion,L.,,,n.,6.0,222,vegetation,vegetation,v E dZ @ t eI S @ n,vɛ?ət?ʃən
9566,4,vĕʹgĕtătive,L.,,,a.,7.0,222,vegetative,vegetative,v E dZ @ t eI 4 i v,vɛ?ət?ɾiv
9567,3,vĕʹ_h_ĕmĕnce,,,,n.,8.0,222,vehemence,vehemence,v i: @ m @ n s,viːəməns
9568,3,vĕʹ_h_ĕment,,,,a.,9.0,222,vehement,vehement,v i: @ m @ n t,viːəmənt
9569,3,vēʹhĭcle,L.,,,n.,10.0,222,vehicle,vehicle,v i: h i k @ l,viːhikəl
9570,1,vein,L.,,,n.,11.0,222,vein,vein,v eI n,v?n
9571,4,vĕlōʹcĭty,L.,,,n.,16.0,222,velocity,velocity,v @ l A s @ 4 i:,vəlɑsəɾiː
9572,2,vĕʹlvet,,,,n.,18.0,222,velvet,velvet,v E l v @ t,vɛlvət
9573,2,vēʹnal,L.,,,a.,19.0,222,venal,venal,v i: n @ l,viːnəl
9574,4,vĕnăʹlĭty,,,,n.,20.0,222,venality,venality,v i n { l i 4 i:,vinæliɾiː
9575,2,vĕndeeʹ,,,,n.,23.0,222,vendee,vendee,v E n d i:,vɛndiː
9576,4,vĕʹnĕrable,,,,a.,26.0,222,venerable,venerable,v E n 3:r @ b @ l,vɛnɜ:rəbəl
9577,3,vĕʹnĕrāte,L.,,,v.,27.0,222,venerate,venerate,v E n 3:r eI t,vɛnɜ:r?t
9578,4,vĕnĕʹrėȧl,,,,a.,29.0,222,venereal,venereal,v @ n I r\ i: @ l,vənɪɹiːəl
9579,2,vĕʹngeance,F.,,,n.,31.0,222,vengeance,vengeance,v E n dZ @ n s,vɛn?əns
9580,2,vĕʹng_e_ful,,,,a.,32.0,222,vengeful,vengeful,v E n dZ f @ l,vɛn?fəl
9581,3,vĕʹn_i_ſon,F.,,,n.,34.0,222,venison,venison,v E n @ s @ n,vɛnəsən
9582,2,vĕʹnom,L.,,,n.,35.0,222,venom,venom,v E n @ m,vɛnəm
9583,3,vĕʹnŏm_o_us,,,,a.,36.0,222,venomous,venomous,v E n @ m @ s,vɛnəməs
9584,1,vĕnt,,,,n.,37.0,222,vent,vent,v E n t,vɛnt
9585,2,vĕʹnt_e_r,,,,n.,38.0,222,venter,venter,v E n t 3:r,vɛntɜ:r
9586,3,vĕʹntĭlāte,,,,v.,39.0,222,ventilate,ventilate,v E n t @ l eI t,vɛntəl?t
9587,4,vĕntĭlāʹtor,,,,n.,40.0,222,ventilator,ventilator,v E n t @ l eI 4 3:r,vɛntəl?ɾɜ:r
9588,2,vĕʹntūre,,,,v.,43.0,222,venture,venture,v E n tS 3:r,vɛn?ɜ:r
9589,2,vĕʹnus,,,,n.,45.0,222,venus,venus,v i: n @ s,viːnəs
9590,4,vērāʹcĭty,,,,n.,46.0,222,veracity,veracity,v 3:r { s i 4 i:,vɜ:ræsiɾiː
9591,1,vĕrb,,,,n.,47.0,222,verb,verb,v 3:r b,vɜ:rb
9592,2,vĕʹrbal,,,,a.,48.0,222,verbal,verbal,v 3:r b @ l,vɜ:rbəl
9593,3,vĕrbāʹtim,L.,,,a.,49.0,222,verbatim,verbatim,v 3:r b eI 4 @ m,vɜ:rb?ɾəm
9594,2,vĕʹrdănt,,,,a.,53.0,222,verdant,verdant,v 3:r d @ n t,vɜ:rdənt
9595,2,vĕʹrdict,,,,n.,56.0,222,verdict,verdict,v 3:r 4 i k t,vɜ:rɾikt
9596,2,vĕʹrdūre,,,,n.,58.0,222,verdure,verdure,v 3:r d U r\,vɜ:rdʊɹ
9597,1,verge,,,,n.,60.0,222,verge,verge,v 3:r dZ,vɜ:r?
9598,3,vĕʹrĭfy,L.,,,v.,62.0,222,verify,verify,v E r\ @ f aI,vɛɹəf?
9599,6,verĭsĭmĭʹlĭtūde,,,,n.,65.0,222,verisimilitude,verisimilitude,v E r\ @ s @ m I l @ t u d,vɛɹəsəmɪlətud
9600,4,vĕrmĭʹlĭon,,,,n.,72.0,222,vermilion,vermilion,v 3:r m I l j @ n,vɜ:rmɪljən
9601,2,vĕʹrmin,,,,n.,73.0,222,vermin,vermin,v 3:r m i n,vɜ:rmin
9602,2,vĕʹrnal,,,,a.,2.0,223,vernal,vernal,v 3:r n @ l,vɜ:rnəl
9603,1,vĕrſe,L.,,,n.,5.0,223,verse,verse,v 3:r s,vɜ:rs
9604,2,vĕʹrſed,,,,a.,6.0,223,versed,versed,v 3:r s t,vɜ:rst
9605,3,vĕʹrſion,L.,,,n.,10.0,223,version,version,v 3:r Z @ n,vɜ:rʒən
9606,1,vĕrt,,,,v.,11.0,223,vert,vert,v 3:r t,vɜ:rt
9607,2,vĕʹrtex,L.,,,n.,13.0,223,vertex,vertex,v 3:r t E k s,vɜ:rtɛks
9608,3,vĕʹrtĭcal,,,,a.,15.0,223,vertical,vertical,v 3:r 4 i k @ l,vɜ:rɾikəl
9609,3,vĕʹrtĭgo,L.,,,n.,18.0,223,vertigo,vertigo,v 3:r 4 i g @U,vɜ:rɾigoʊ
9610,2,vĕʹſp_e_r,L.,,,n.,25.0,223,vesper,vesper,v E s p 3:r,vɛspɜ:r
9611,2,vĕʹſſel,,,,n.,27.0,223,vessel,vessel,v E s @ l,vɛsəl
9612,1,vĕſt,,,,n.,28.0,223,vest,vest,v E s t,vɛst
9613,2,vĕʹſtā,,,,n.,29.0,223,vesta,vesta,v E s t @,vɛstə
9614,2,vĕʹſtal,,,,n.,30.0,223,vestal,vestal,v E s t @ l,vɛstəl
9615,3,vĕʹſtĭges,L.,,,n.,32.0,223,vestiges,vestiges,v E s t i dZ i z,vɛsti?iz
9616,3,vĕʹtĕran,,,,n.,37.0,223,veteran,veteran,v E 4 3:r @ n,vɛɾɜ:rən
9617,1,vĕx,,,,v.,39.0,223,vex,vex,v E k s,vɛks
9618,4,vĕxāʹti_o_us,L.,,,a.,41.0,223,vexatious,vexatious,v E k s eI S @ s,vɛks?ʃəs
9619,2,ŭʹgly,,,,a.,42.0,223,ugly,ugly,V g l i:,ʌgliː
9620,2,vīʹal,F.,,,n.,43.0,223,vial,vial,v aI @ l,v?əl
9621,2,vīʹbrāte,L.,,,v.,46.0,223,vibrate,vibrate,v aI b r\ eI t,v?bɹ?t
9622,4,vībrāʹtion,L.,,,n.,47.0,223,vibration,vibration,v aI b r\ eI S @ n,v?bɹ?ʃən
9623,2,vĭʹcar,L.,,,n.,48.0,223,vicar,vicar,v I k 3:r,vɪkɜ:r
9624,4,vĭcāʹrĭ_o_us,L.,,,n.,50.0,223,vicarious,vicarious,v aI k E r\ i: @ s,v?kɛɹiːəs
9625,1,vīce,,,,n.,51.0,223,vice,vice,v aI s,v?s
9626,2,vīʹc_e_roy,F.,,,n.,53.0,223,viceroy,viceroy,v aI s r\ OI,v?sɹ?
9627,4,vĭcĭʹnĭty,,,,n.,55.0,223,vicinity,vicinity,v @ s I n @ 4 i:,vəsɪnəɾiː
9628,3,vĭʹcĭ_o_us,,,,a.,56.0,223,vicious,vicious,v I S @ s,vɪʃəs
9629,4,vĭcĭʹſsĭtūde,L.,,,n.,57.0,223,vicissitude,vicissitude,v I s I s i 4 u d,vɪsɪsiɾud
9630,2,vĭʹctor,L.,,,n.,59.0,223,victor,victor,v I k t 3:r,vɪktɜ:r
9631,4,vĭctōʹrĭ_o_us,,,,a.,60.0,223,victorious,victorious,v i k t O: r\ i: @ s,viktOːɹiːəs
9632,3,vĭʹctŏry,L.,,,n.,61.0,223,victory,victory,v I k t 3:r i:,vɪktɜ:riː
9633,1,vīe,,,,v.,66.0,223,vie,vie,v aI,v?
9634,1,view,,,,n.,67.0,223,view,view,v j u,vju
9635,2,viʹgil,L.,,,n.,68.0,223,vigil,vigil,v I dZ @ l,vɪ?əl
9636,3,vĭʹgĭlănce,,,,n.,69.0,223,vigilance,vigilance,v I dZ @ l @ n s,vɪ?ələns
9637,3,vĭʹgĭlant,,,,a.,70.0,223,vigilant,vigilant,v I dZ @ l @ n t,vɪ?ələnt
